City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Knokke-Heist,BE,2022-04-04 01:04:07,51.3333,3.3333,42.03,79,93,5.99
380,Chengde,CN,2022-04-04 01:02:59,40.9725,117.9361,52.47,36,24,2.33
381,Uruzgan,AF,2022-04-04 01:04:07,32.8333,66.0,55.24,20,0,3.36
382,Ahipara,NZ,2022-04-04 01:04:08,-35.1667,173.1667,73.17,66,23,3.29
383,Aranos,,2022-04-04 01:04:09,-24.1333,19.1167,65.62,32,0,5.75
384,Nikolayevka,RU,2022-04-04 01:04:09,53.1257,47.2041,38.26,90,100,1.72
385,Birao,CF,2022-04-04 01:04:09,10.2849,22.7882,80.73,43,100,5.28
386,Atambua,ID,2022-04-04 01:03:33,-9.1061,124.8925,80.22,65,39,1.34
387,Urucara,BR,2022-04-04 01:04:10,-2.5364,-57.76,73.31,99,100,1.54
388,Adrar,MR,2022-04-04 01:02:21,20.5022,-10.0711,71.82,13,0,10.6
389,Azul,AR,2022-04-04 01:02:07,-36.777,-59.8585,46.58,53,0,7.27
390,Madison,US,2022-04-04 01:03:39,34.7334,-86.5667,54.82,47,0,0.0
391,Tautira,PF,2022-04-04 01:04:11,-17.7333,-149.15,82.44,72,14,12.59
392,Bikaner,IN,2022-04-04 01:04:11,28.0167,73.3,74.43,9,0,4.85
393,Alta Floresta,BR,2022-04-04 00:59:56,-9.8756,-56.0861,72.1,95,100,1.52
394,Sandpoint,US,2022-04-04 01:00:28,48.2766,-116.5533,51.85,59,100,0.0
395,Yashan,CN,2022-04-04 01:04:12,22.1975,109.9419,65.53,57,0,3.04
396,Ndele,CF,2022-04-04 01:04:13,8.4109,20.6473,80.01,58,100,11.14
397,Truth Or Consequences,US,2022-04-04 01:04:13,33.1284,-107.2528,79.03,8,0,16.11
398,Manzil Kamil,TN,2022-04-04 01:04:13,35.6248,10.6673,56.64,72,20,10.36
399,Cortez,US,2022-04-04 01:04:14,37.3489,-108.5859,59.76,36,20,8.05
400,Moindou,NC,2022-04-04 01:04:14,-21.6924,165.677,86.56,67,100,8.43
401,Alofi,NU,2022-04-04 01:04:15,-19.0595,-169.9187,80.65,70,85,8.79
402,Qaqortoq,GL,2022-04-04 01:04:15,60.7167,-46.0333,32.79,86,59,3.4
403,Cordoba,AR,2022-04-04 01:04:15,-31.4135,-64.1811,61.23,57,0,1.99
404,Jutai,BR,2022-04-04 01:04:16,-5.1833,-68.9,74.93,88,100,1.5
405,Shimoda,JP,2022-04-04 01:04:17,34.6667,138.95,52.16,89,100,15.23
406,Asfi,MA,2022-04-04 01:04:17,32.2994,-9.2372,59.58,74,100,8.52
407,Zaraza,VE,2022-04-04 01:04:17,9.3503,-65.3245,81.27,62,87,7.58
408,Nyrob,RU,2022-04-04 01:04:18,60.733,56.7202,35.26,100,100,10.18
409,Linjiang,CN,2022-04-04 01:04:18,41.8069,126.9078,51.46,35,0,8.95
410,Lander,US,2022-04-04 01:04:19,42.833,-108.7307,54.41,15,0,4.61
411,Thinadhoo,MV,2022-04-04 01:05:19,0.5333,72.9333,82.67,64,5,2.75
412,Kayerkan,RU,2022-04-04 01:05:20,69.3497,87.7602,-3.26,98,14,6.33
413,Talara,PE,2022-04-04 01:05:20,-4.5772,-81.2719,71.91,85,70,16.24
414,Were Ilu,ET,2022-04-04 01:05:20,10.6,39.4333,50.29,63,94,5.5
415,Ostrovnoy,RU,2022-04-04 01:05:21,68.0531,39.5131,14.16,92,93,6.58
416,Mustasaari,FI,2022-04-04 01:02:55,63.1142,21.6822,28.35,93,100,5.75
417,Kulhudhuffushi,MV,2022-04-04 01:00:24,6.6221,73.07,83.1,69,9,2.44
418,Kosa,RU,2022-04-04 01:05:21,59.9445,54.9977,33.85,99,100,10.42
419,Presidencia Roque Saenz Pena,AR,2022-04-04 01:05:22,-26.7852,-60.4388,67.91,98,98,6.64
420,Sarkand,KZ,2022-04-04 01:05:22,45.41,79.9186,50.58,26,95,6.55
421,Palmer,US,2022-04-04 01:01:55,42.1584,-72.3287,41.63,81,100,1.01
422,Namikupa,TZ,2022-04-04 01:05:23,-10.8333,39.6,71.71,99,94,1.63
423,Manzanares,ES,2022-04-04 01:05:23,38.9991,-3.3699,37.62,62,100,19.33
424,Wolgast,DE,2022-04-04 01:05:24,54.05,13.7667,38.86,80,100,17.65
425,Olga,RU,2022-04-04 01:05:24,43.7444,135.2892,51.82,40,0,8.59
426,Lom Sak,TH,2022-04-04 01:05:25,16.7798,101.2422,72.75,48,100,6.08
427,Komsomolskiy,UZ,2022-04-04 01:04:45,40.4272,71.7189,54.32,62,100,6.91
428,Turukhansk,RU,2022-04-04 01:05:25,65.8167,87.9833,5.65,94,65,4.79
429,Patancheru,IN,2022-04-04 01:05:26,17.5314,78.265,76.06,30,100,6.6
430,Wanning,CN,2022-04-04 01:05:26,18.8003,110.3967,70.81,69,100,11.81
431,Ballina,AU,2022-04-04 01:05:26,-28.8667,153.5667,73.58,96,98,3.47
432,Chimbote,PE,2022-04-04 01:05:27,-9.0853,-78.5783,68.04,87,94,8.34
433,Touros,BR,2022-04-04 01:05:27,-5.1989,-35.4608,77.07,90,84,8.81
434,Gardenstown,GB,2022-04-04 01:05:27,57.671,-2.336,50.13,92,100,29.21
435,Hirara,JP,2022-04-04 01:05:28,24.8,125.2833,68.94,61,81,19.3
436,Sao Goncalo,BR,2022-04-04 01:05:28,-22.8156,-43.0411,78.82,67,75,5.75
437,Valentin Gomez Farias,MX,2022-04-04 01:05:28,28.2167,-106.5833,74.46,9,67,21.94
438,Shelburne,CA,2022-04-04 01:00:29,44.0787,-80.2041,33.76,90,14,8.37
439,Ust-Ilimsk,RU,2022-04-04 01:05:29,58.0006,102.6619,17.92,89,63,3.27
440,Takoradi,GH,2022-04-04 01:05:29,4.8845,-1.7554,81.54,86,71,10.18
441,Lagoa,PT,2022-04-04 01:05:29,39.05,-27.9833,58.89,75,93,15.14
442,Markova,UA,2022-04-04 01:05:30,48.6758,24.4138,20.39,89,26,5.3
443,Lubumbashi,CD,2022-04-04 01:05:30,-11.6609,27.4794,61.39,97,99,2.39
444,Torbay,CA,2022-04-04 01:05:30,47.6666,-52.7314,35.58,87,8,5.01
445,East London,ZA,2022-04-04 01:00:33,-33.0153,27.9116,67.91,84,29,7.31
446,Zaozerne,UA,2022-04-04 01:05:31,45.1582,33.2787,42.66,76,24,14.88
447,Thaba-Tseka,LS,2022-04-04 01:05:31,-29.522,28.6084,52.11,76,100,5.21
448,Saravan,AM,2022-04-04 01:05:31,39.7196,45.6483,43.43,55,100,5.5
449,Bobo Dioulasso,BF,2022-04-04 01:05:32,11.1771,-4.2979,85.73,44,97,5.17
450,Dingle,PH,2022-04-04 01:05:32,10.9995,122.6711,83.21,71,99,12.35
451,Mackay,AU,2022-04-04 01:05:32,-21.15,149.2,80.69,72,46,10.98
452,Mazagao,BR,2022-04-04 01:05:33,-0.115,-51.2894,77.05,96,100,3.91
453,Orocue,CO,2022-04-04 01:05:33,4.7912,-71.3354,81.01,73,97,2.68
454,Meitingen,DE,2022-04-04 01:06:33,48.55,10.85,24.37,100,21,2.3
455,Huarmey,PE,2022-04-04 01:06:34,-10.0681,-78.1522,69.84,84,82,8.79
456,Baykit,RU,2022-04-04 01:06:34,61.67,96.37,12.6,92,37,1.95
457,Navahrudak,BY,2022-04-04 01:06:34,53.6,25.8333,23.36,81,35,6.11
458,Tabou,CI,2022-04-04 01:02:06,4.423,-7.3528,79.23,87,100,8.88
459,Tomari,RU,2022-04-04 01:06:35,47.7658,142.0683,42.93,82,90,24.38
460,Katherine,AU,2022-04-04 01:06:35,-14.4667,132.2667,88.12,51,0,8.05
461,Bela,IN,2022-04-04 01:06:35,25.9333,81.9833,78.78,10,0,1.16
462,Flower Mound,US,2022-04-04 01:06:36,33.0146,-97.097,78.94,44,40,13.8
463,Dabakala,CI,2022-04-04 01:06:36,8.3667,-4.4333,78.91,71,65,2.37
464,Nijar,ES,2022-04-04 01:06:36,36.9665,-2.206,49.66,50,20,13.8
465,Satipo,PE,2022-04-04 01:06:36,-11.2522,-74.6386,71.28,89,59,2.15
466,Bonavista,CA,2022-04-04 01:06:37,48.6499,-53.1147,34.59,84,64,18.72
467,Keflavik,IS,2022-04-04 01:06:37,64.0049,-22.5624,37.83,100,75,3.44
468,Salinopolis,BR,2022-04-04 01:02:34,-0.6136,-47.3561,78.84,86,100,7.9
469,Iguaba Grande,BR,2022-04-04 01:06:37,-22.8392,-42.2289,74.16,92,43,1.07
470,Kodinsk,RU,2022-04-04 01:06:38,58.6881,99.1844,15.76,89,14,2.95
471,Mae Hong Son,TH,2022-04-04 01:06:38,19.3003,97.9685,77.65,55,8,1.54
472,Souillac,MU,2022-04-04 01:02:23,-20.5167,57.5167,76.5,88,13,11.18
473,Makakilo City,US,2022-04-04 01:06:39,21.3469,-158.0858,80.92,63,20,21.85
474,Baghdad,IQ,2022-04-04 01:06:39,33.3406,44.4009,67.91,28,0,8.05
475,Northam,GB,2022-04-04 01:06:39,51.0333,-4.2167,46.62,79,100,15.14
476,Altay,CN,2022-04-04 01:06:40,47.8667,88.1167,36.27,54,0,7.61
477,Qui Nhon,VN,2022-04-04 01:06:40,13.7667,109.2333,72.95,84,100,19.75
478,Havoysund,NO,2022-04-04 01:06:40,70.9963,24.6622,26.83,60,100,12.48
479,Puerto Narino,CO,2022-04-04 01:06:40,-3.7703,-70.3831,72.72,93,8,1.86
480,Valdobbiadene,IT,2022-04-04 01:06:41,45.8993,11.9946,44.29,80,100,1.77
481,Pangody,RU,2022-04-04 01:06:41,65.85,74.4859,14.83,87,100,20.31
482,Kasongo-Lunda,CD,2022-04-04 01:06:41,-6.4667,16.8167,71.42,84,100,1.92
483,Eravur,LK,2022-04-04 01:06:42,7.7733,81.6095,77.52,86,68,3.42
484,Tukrah,LY,2022-04-04 01:06:42,32.5341,20.5791,65.32,48,0,12.75
485,Viedma,AR,2022-04-04 01:06:42,-40.8135,-62.9967,51.73,54,0,10.36
486,Grand-Santi,GF,2022-04-04 01:06:43,4.25,-54.3833,73.6,99,100,2.08
487,Matagami,CA,2022-04-04 01:06:43,49.7502,-77.6328,33.91,64,0,10.36
488,Artigas,UY,2022-04-04 01:03:03,-30.4,-56.4667,64.74,98,97,2.95
489,Tarbagatay,RU,2022-04-04 01:06:43,51.4803,107.3602,26.13,81,100,7.23
490,Selty,RU,2022-04-04 01:06:44,57.3132,52.1345,32.23,93,100,8.99
491,Bonthe,SL,2022-04-04 01:02:53,7.5264,-12.505,76.42,78,37,6.62
492,Sawtell,AU,2022-04-04 01:06:44,-30.3833,153.1,77.18,73,100,5.99
493,Galveston,US,2022-04-04 01:06:44,29.3669,-94.9669,70.05,84,0,13.2
494,Lamar,US,2022-04-04 01:02:01,33.6668,-95.5836,73.38,77,84,10.42
495,Izumo,JP,2022-04-04 01:06:45,35.3667,132.7667,53.71,54,5,7.4
496,Tabat,ID,2022-04-04 01:06:45,-2.635,115.2274,80.76,85,67,1.88
497,Riberalta,BO,2022-04-04 01:06:45,-10.9833,-66.1,74.89,79,10,1.72
498,Jinchang,CN,2022-04-04 01:06:46,38.4953,102.1739,51.24,19,98,11.83
499,Havelock,US,2022-04-04 01:05:28,34.8791,-76.9013,66.15,34,0,10.36
500,Souris,CA,2022-04-04 01:06:46,49.6172,-100.2612,35.74,92,100,4.72
501,Mnogovershinnyy,RU,2022-04-04 01:04:22,53.9353,139.9242,34.93,99,100,5.14
502,Sivaki,RU,2022-04-04 01:07:46,52.6333,126.75,30.65,46,66,16.33
503,Puerto Ayacucho,VE,2022-04-04 01:07:47,5.6639,-67.6236,77.29,83,100,5.88
504,Oskemen,KZ,2022-04-04 01:07:47,49.9565,82.6119,31.96,86,75,4.47
505,Empalme,MX,2022-04-04 01:07:47,27.9667,-110.8167,79.36,73,0,9.22
506,Teguldet,RU,2022-04-04 01:07:48,57.3064,88.1667,22.71,83,100,6.69
507,Midlothian,US,2022-04-04 01:04:28,32.4824,-96.9945,78.28,42,0,10.36
508,Hauterive,FR,2022-04-04 01:07:48,46.0901,3.4459,36.36,94,46,1.07
509,Suda,RU,2022-04-04 01:07:48,59.1525,37.5582,8.71,96,22,2.37
510,Araouane,ML,2022-04-04 01:07:49,18.9048,-3.5265,83.75,14,0,5.68
511,Prainha,BR,2022-04-04 01:07:49,-1.8,-53.48,74.14,98,100,0.69
512,Koumac,NC,2022-04-04 01:07:49,-20.5667,164.2833,83.53,77,100,8.12
513,Itarema,BR,2022-04-04 01:07:49,-2.9248,-39.9167,76.8,92,82,8.61
514,Dudinka,RU,2022-04-04 01:07:50,69.4058,86.1778,-9.4,100,100,6.31
515,Mitsamiouli,KM,2022-04-04 01:02:58,-11.3847,43.2844,81.41,75,8,2.68
516,Narsaq,GL,2022-04-04 01:03:13,60.9167,-46.05,39.42,87,42,3.58
517,Cedral,MX,2022-04-04 01:07:50,23.8,-100.7333,77.95,11,3,8.61
518,Safaga,EG,2022-04-04 01:07:51,26.7292,33.9365,76.06,33,100,15.7
519,Harper,LR,2022-04-04 01:07:51,4.375,-7.7169,79.88,85,100,9.26
520,Enshi,CN,2022-04-04 01:07:51,30.3,109.4833,61.03,70,100,0.51
521,Irbit,RU,2022-04-04 01:07:51,57.6705,63.071,37.22,90,100,9.78
522,Baijiantan,CN,2022-04-04 01:07:52,45.6333,85.1833,50.94,44,0,10.56
523,Kesinga,IN,2022-04-04 01:06:14,20.2,83.2333,78.17,65,97,4.97
524,Trincomalee,LK,2022-04-04 01:07:52,8.5711,81.2335,79.83,81,10,5.44
525,Juneau,US,2022-04-04 01:05:28,58.3019,-134.4197,40.21,95,75,26.46
526,Puntarenas,CR,2022-04-04 01:04:00,9.9763,-84.8384,82.4,72,37,4.79
527,Kapoeta,SS,2022-04-04 01:07:53,4.7717,33.5903,81.5,36,100,8.81
528,Haines Junction,CA,2022-04-04 01:07:53,60.7522,-137.5108,34.99,66,100,3.18
529,Ceres,US,2022-04-04 01:07:53,37.5949,-120.9577,80.92,21,0,19.57
530,Miyako,JP,2022-04-04 01:07:54,39.6367,141.9525,49.62,76,100,9.66
531,Irati,BR,2022-04-04 01:07:54,-25.4672,-50.6511,63.48,97,84,1.63
532,Opelousas,US,2022-04-04 01:04:24,30.5335,-92.0815,71.49,49,0,0.0
533,Dali,CN,2022-04-04 01:07:54,25.7,100.1833,52.66,86,100,4.25
534,Wilmette,US,2022-04-04 01:07:48,42.0722,-87.7228,44.4,86,40,8.05
535,Novyy Urgal,RU,2022-04-04 01:07:55,51.0736,132.5642,43.39,73,88,9.93
536,Muroto,JP,2022-04-04 01:06:00,33.2833,134.15,57.47,62,1,5.77
537,Mach,PK,2022-04-04 01:07:55,29.8637,67.3298,69.06,10,60,10.02
538,Flinders,AU,2022-04-04 01:07:55,-34.5833,150.8552,78.06,52,100,10.0
539,Temir,KZ,2022-04-04 01:07:56,49.1414,57.13,40.33,72,100,9.31
540,Berlevag,NO,2022-04-04 01:07:56,70.8578,29.0864,17.4,81,100,7.49
541,Zhigansk,RU,2022-04-04 01:07:56,66.7697,123.3711,4.46,82,61,12.46
542,Bulawayo,ZW,2022-04-04 01:07:57,-20.15,28.5833,62.24,81,20,3.2
543,Mosna,RO,2022-04-04 01:07:57,46.0833,24.4,30.49,90,25,5.97
544,Canto Do Buriti,BR,2022-04-04 01:07:57,-8.11,-42.9444,73.9,47,54,2.77
545,Kashi,CN,2022-04-04 01:07:58,39.4547,75.9797,52.75,39,2,1.81
546,Shahrud,IR,2022-04-04 01:07:58,36.4182,54.9763,60.51,25,0,0.36
547,Escarcega,MX,2022-04-04 01:07:58,18.6089,-90.7454,82.13,53,32,4.32
548,Karasjok,NO,2022-04-04 01:08:59,69.4719,25.5112,7.57,90,83,5.64
549,Kapuskasing,CA,2022-04-04 01:06:05,49.4169,-82.4331,30.58,98,100,5.17
550,Pringsewu,ID,2022-04-04 01:08:59,-5.3582,104.9744,78.64,73,94,1.74
551,Nakhon Thai,TH,2022-04-04 01:08:59,17.1006,100.8374,72.72,49,100,3.78
552,Urusha,RU,2022-04-04 01:09:00,54.05,122.9,24.44,41,100,6.87
553,Ocala,US,2022-04-04 01:05:31,29.1872,-82.1401,70.0,70,0,0.0
554,Tolland,US,2022-04-04 01:09:00,41.8501,-72.3495,40.42,93,100,3.44
555,Saint Anthony,US,2022-04-04 01:06:53,45.0205,-93.218,38.93,84,100,8.05
556,Kavieng,PG,2022-04-04 01:09:00,-2.5744,150.7967,84.07,68,100,5.21
557,Lata,PT,2022-04-04 01:09:01,40.1629,-8.3327,44.92,54,0,9.35
558,Mgandu,TZ,2022-04-04 01:09:01,-5.95,34.1333,59.32,87,100,5.01
559,Ixtapa,MX,2022-04-04 01:09:01,20.7,-105.2,73.22,73,20,11.5
560,Kapit,MY,2022-04-04 01:09:02,2.0167,112.9333,79.03,87,44,0.65
561,Kerrville,US,2022-04-04 01:08:19,30.0474,-99.1403,79.02,47,0,11.5
562,Mayo,US,2022-04-04 01:09:02,38.8876,-76.5119,48.15,48,75,17.0
563,Kattivakkam,IN,2022-04-04 01:09:02,13.2167,80.3167,82.49,89,100,8.21
564,Dangriga,BZ,2022-04-04 01:09:03,16.9692,-88.2321,78.84,80,5,9.08
565,Olafsvik,IS,2022-04-04 01:09:03,64.8945,-23.7142,33.51,78,100,21.05
566,Margate,GB,2022-04-04 01:04:47,51.3813,1.3862,40.87,65,97,4.0
567,Port Augusta,AU,2022-04-04 01:09:04,-32.5,137.7667,74.08,33,0,4.36
568,Berbera,SO,2022-04-04 01:09:04,10.4396,45.0143,79.68,81,5,3.04
569,Ornskoldsvik,SE,2022-04-04 01:09:04,63.2909,18.7153,27.77,87,100,3.42
